step,picked,placed_v2,nested_v2,slide_success,tipped
300,0,0,0,0,0
600,0,0,0,0,0
900,0,0,0,0,0
1200,0,0,0,0,0
1500,0,0,0,0,0
1800,0,0,0,0,0
1801,0,0,0,0,1
2101,0,0,0,0,0
2401,0,0,0,0,0
2701,0,0,0,0,0
3001,0,0,0,0,0
3301,0,0,0,0,0
3601,0,0,0,0,0
3901,0,0,0,0,0
4201,0,0,0,0,0
4501,0,0,0,0,0
4801,0,0,0,0,0
5101,0,0,0,0,0
5401,0,0,0,0,0
5701,0,0,0,0,0
6001,0,0,0,0,0
6301,0,0,0,0,0
6601,0,0,0,0,0
6901,0,0,0,0,0
7201,0,0,0,0,0
7501,0,0,0,0,0
7801,0,0,0,0,0
8101,0,0,0,0,0
8401,0,0,0,0,0
8701,0,0,0,0,0
9001,0,0,0,0,0
9301,0,0,0,0,0
9601,0,0,0,0,0
9901,0,0,0,0,0
9902,0,0,0,0,1
10202,0,0,0,0,0
10502,0,0,0,0,0
10802,0,0,0,0,0
11102,0,0,0,0,0
11402,0,0,0,0,0
11495,0,0,0,0,1
11795,0,0,0,0,0
12095,0,0,0,0,0
12395,0,0,0,0,0
12695,0,0,0,0,0
12995,0,0,0,0,0
13295,0,0,0,0,0
13595,0,0,0,0,0
13895,0,0,0,0,0
14195,0,0,0,0,0
14495,0,0,0,0,0
14795,0,0,0,0,0
15095,0,0,0,0,0
15395,0,0,0,0,0
15695,0,0,0,0,0
15995,0,0,0,0,0
16295,0,0,0,0,0
16595,0,0,0,0,0
16895,0,0,0,0,0
16942,0,0,0,0,1
17242,0,0,0,0,0
17542,0,0,0,0,0
17661,0,0,0,0,1
17675,0,0,0,0,1
17697,0,0,0,0,1
17709,0,0,0,0,1
17754,1,0,0,0,1
17793,0,0,0,0,1
18093,0,0,0,0,0
18393,0,0,0,0,0
18693,0,0,0,0,0
18993,0,0,0,0,0
19293,0,0,0,0,0
19340,0,0,0,0,1
19475,0,0,0,0,1
19527,0,0,0,0,1
19749,0,0,0,0,1
20049,0,0,0,0,0
20349,1,0,0,0,0
20649,0,0,0,0,0
20949,0,0,0,0,0
21249,0,0,0,0,0
21549,0,0,0,0,0
21849,0,0,0,0,0
21900,1,0,0,0,1
22200,0,0,0,0,0
22500,0,0,0,0,0
22800,0,0,0,0,0
23100,0,0,0,0,0
23113,0,0,0,0,1
23413,0,0,0,0,0
23713,0,0,0,0,0
24013,0,0,0,0,0
24313,0,0,0,0,0
24388,1,0,0,0,1
24688,0,0,0,0,0
24988,0,0,0,0,0
25288,0,0,0,0,0
25588,0,0,0,0,0
25888,0,0,0,0,0
26025,0,0,0,0,1
26066,0,0,0,0,1
26192,1,0,0,0,1
26492,0,0,0,0,0
26792,0,0,0,0,0
27092,0,0,0,0,0
27392,0,0,0,0,0
27692,0,0,0,0,0
27992,0,0,0,0,0
28292,0,0,0,0,0
28380,0,0,0,0,1
28680,0,0,0,0,0
28980,0,0,0,0,0
29280,0,0,0,0,0
29321,1,0,0,0,1
29434,0,0,0,0,1
29447,0,0,0,0,1
