step,picked,placed_v2,farside,slide_event,home,nested_v2,tipped
7200,0,0,0,0,0,0,0
7201,0,0,0,0,0,0,0
7202,0,0,0,0,0,0,0
7203,0,0,0,0,0,0,0
7204,0,0,0,0,0,0,0
7205,0,0,0,0,0,0,0
12792,0,0,0,0,0,0,1
14397,0,0,0,0,0,0,0
14398,0,0,0,0,0,0,0
14399,0,0,0,0,0,0,0
14400,0,0,0,0,0,0,0
14401,0,0,0,0,0,0,0
19992,0,0,0,0,0,0,0
21597,0,0,0,0,0,0,0
21598,0,0,0,0,0,0,0
21599,0,0,0,0,0,0,0
21600,0,0,0,0,0,0,0
21601,0,0,0,0,0,0,0
24841,1,0,0,0,0,0,1
24865,1,0,0,0,0,0,1
25388,0,0,0,0,0,0,1
26175,0,0,0,0,0,0,1
27176,0,0,0,0,0,0,0
28782,0,0,0,0,0,0,0
30123,0,0,0,0,0,0,1
32037,0,0,0,0,0,0,0
32061,0,0,0,0,0,0,0
32584,0,0,0,0,0,0,0
34376,0,0,0,0,0,0,0
35982,0,0,0,0,0,0,0
37323,0,0,0,0,0,0,0
39237,0,0,0,0,0,0,0
39261,0,0,0,0,0,0,0
39784,0,0,0,0,0,0,0
41576,0,0,0,0,0,0,0
43182,0,0,0,0,0,0,0
44523,0,0,0,0,0,0,0
46437,0,0,0,0,0,0,0
46461,0,0,0,0,0,0,0
46912,0,0,0,0,0,0,1
48277,1,0,0,0,0,0,1
48772,0,0,0,0,0,0,0
49465,0,0,0,0,0,0,1
50374,0,0,0,0,0,0,0
50464,1,0,0,0,0,0,1
51711,0,0,0,0,0,0,0
53099,0,0,0,0,0,0,1
54104,0,0,0,0,0,0,0
54747,1,0,0,0,0,0,1
55465,0,0,0,0,0,0,0
56657,0,0,0,0,0,0,0
57566,0,0,0,0,0,0,0
57656,0,0,0,0,0,0,0
61304,0,0,0,0,0,0,0
61947,0,0,0,0,0,0,0
62665,0,0,0,0,0,0,0
63857,0,0,0,0,0,0,0
64766,0,0,0,0,0,0,0
64856,0,0,0,0,0,0,0
68504,0,0,0,0,0,0,0
69147,0,0,0,0,0,0,0
69191,0,0,0,0,0,0,1
69861,0,0,0,0,0,0,0
71053,0,0,0,0,0,0,0
71962,0,0,0,0,0,0,0
72052,0,0,0,0,0,0,0
74141,1,1,1,1,1,1,0
75696,0,0,0,0,0,0,0
76387,0,0,0,0,0,0,0
78253,0,0,0,0,0,0,0
79162,0,0,0,0,0,0,0
79252,0,0,0,0,0,0,0
81341,0,0,0,0,0,0,0
81384,0,0,0,0,0,0,1
83587,0,0,0,0,0,0,0
85453,0,0,0,0,0,0,0
86362,0,0,0,0,0,0,0
86452,0,0,0,0,0,0,0
86523,0,0,0,0,0,0,1
88537,0,0,0,0,0,0,0
88580,0,0,0,0,0,0,0
92653,0,0,0,0,0,0,0
93562,0,0,0,0,0,0,0
93652,0,0,0,0,0,0,0
93723,0,0,0,0,0,0,0
95637,1,0,0,0,0,0,1
95733,0,0,0,0,0,0,0
95776,0,0,0,0,0,0,0
98939,0,0,0,0,0,0,1
100758,0,0,0,0,0,0,0
100848,1,0,0,0,0,0,0
102837,0,0,0,0,0,0,0
102933,0,0,0,0,0,0,0
102976,0,0,0,0,0,0,0
106139,0,0,0,0,0,0,0
107958,0,0,0,0,0,0,0
108048,0,0,0,0,0,0,0
108092,0,0,0,0,0,0,1
108905,0,0,0,0,0,0,1
109240,0,0,0,0,0,0,1
110125,0,0,0,0,0,0,0
113335,0,0,0,0,0,0,0
115154,0,0,0,0,0,0,0
115292,0,0,0,0,0,0,0
116105,0,0,0,0,0,0,0
116440,0,0,0,0,0,0,0
116844,0,0,0,0,0,0,1
117321,0,0,0,0,0,0,0
118373,0,0,0,0,0,0,1
120527,0,0,0,0,0,0,0
121434,0,0,0,0,0,0,1
122484,0,0,0,0,0,0,0
123297,0,0,0,0,0,0,0
124040,0,0,0,0,0,0,0
125573,0,0,0,0,0,0,0
126265,0,0,0,0,0,0,1
127723,0,0,0,0,0,0,0
128630,0,0,0,0,0,0,0
129680,0,0,0,0,0,0,0
130493,0,0,0,0,0,0,0
131236,0,0,0,0,0,0,0
131856,0,0,0,0,0,0,1
133461,0,0,0,0,0,0,0
134873,1,0,0,0,0,0,1
134915,0,0,0,0,0,0,0
135487,0,0,0,0,0,0,1
135818,0,0,0,0,0,0,0
136868,0,0,0,0,0,0,0
137681,0,0,0,0,0,0,0
139048,0,0,0,0,0,0,0
