step,picked,placed_v2,nested_v2,slide_success,tipped
300,0,0,0,0,0
600,0,0,0,0,0
900,0,0,0,0,0
1200,0,0,0,0,0
1500,0,0,0,0,0
1800,0,0,0,0,0
2100,0,0,0,0,0
2400,0,0,0,0,0
2700,0,0,0,0,0
3000,0,0,0,0,0
3300,0,0,0,0,0
3600,0,0,0,0,0
3900,0,0,0,0,0
4200,0,0,0,0,0
4500,0,0,0,0,0
4800,0,0,0,0,0
5100,0,0,0,0,0
5400,0,0,0,0,0
5700,0,0,0,0,0
6000,0,0,0,0,0
6300,0,0,0,0,0
6600,0,0,0,0,0
6900,0,0,0,0,0
7200,0,0,0,0,0
7500,0,0,0,0,0
7800,0,0,0,0,0
8100,0,0,0,0,0
8400,0,0,0,0,0
8401,0,0,0,0,1
8402,0,0,0,0,1
8702,0,0,0,0,0
9002,0,0,0,0,0
9302,0,0,0,0,0
9602,0,0,0,0,0
9902,0,0,0,0,0
10202,0,0,0,0,0
10502,0,0,0,0,0
10802,0,0,0,0,0
10803,0,0,0,0,1
11103,0,0,0,0,0
11403,0,0,0,0,0
11703,0,0,0,0,0
11734,0,0,0,0,1
12034,0,0,0,0,0
12058,0,0,0,0,1
12358,0,0,0,0,0
12640,0,0,0,0,1
12940,0,0,0,0,0
12957,0,0,0,0,1
13257,0,0,0,0,0
13557,0,0,0,0,0
13605,0,0,0,0,1
13813,0,0,0,0,1
14113,0,0,0,0,0
14413,0,0,0,0,0
14713,0,0,0,0,0
15013,0,0,0,0,0
15313,0,0,0,0,0
15368,0,0,0,0,1
15668,0,0,0,0,0
15968,0,0,0,0,0
16268,0,0,0,0,0
16568,0,0,0,0,0
16868,0,0,0,0,0
16880,0,0,0,0,1
17180,0,0,0,0,0
17229,0,0,0,0,1
17283,0,0,0,0,1
17329,0,0,0,0,1
17629,0,0,0,0,0
17678,1,0,0,0,1
17978,0,0,0,0,0
18278,0,0,0,0,0
18578,0,0,0,0,0
18579,0,0,0,0,1
18879,0,0,0,0,0
19179,0,0,0,0,0
19479,0,0,0,0,0
19779,0,0,0,0,0
19809,0,0,0,0,1
20109,0,0,0,0,0
20181,1,0,0,0,1
20279,0,0,0,0,1
20579,0,0,0,0,0
20879,0,0,0,0,0
21179,0,0,0,0,0
21196,0,0,0,0,1
21496,0,0,0,0,0
21796,0,0,0,0,0
21825,0,0,0,0,1
22125,0,0,0,0,0
22155,0,0,0,0,1
22207,1,0,0,0,1
22507,0,0,0,0,0
22587,1,0,0,0,1
22887,0,0,0,0,0
23187,0,0,0,0,0
23315,0,0,0,0,1
23332,0,0,0,0,1
23632,0,0,0,0,0
23932,0,0,0,0,0
23962,0,0,0,0,1
24002,0,0,0,0,1
24302,0,0,0,0,0
24602,0,0,0,0,0
24902,0,0,0,0,0
25202,0,0,0,0,0
25217,0,0,0,0,1
25517,0,0,0,0,0
25570,0,0,0,0,1
25659,0,0,0,0,1
25959,0,0,0,0,0
26259,0,0,0,0,0
26260,0,0,0,0,1
26277,0,0,0,0,1
26577,0,0,0,0,0
26590,0,0,0,0,1
