step,picked,placed_v2,nested_v2,slide_success,tipped
300,0,0,0,0,0
600,0,0,0,0,0
900,0,0,0,0,0
1200,0,0,0,0,0
1500,0,0,0,0,0
1800,0,0,0,0,0
2100,0,0,0,0,0
2400,0,0,0,0,0
2700,0,0,0,0,0
3000,0,0,0,0,0
3080,0,0,0,0,1
3380,0,0,0,0,0
3680,0,0,0,0,0
3980,0,0,0,0,0
4280,0,0,0,0,0
4580,0,0,0,0,0
4880,0,0,0,0,0
5180,0,0,0,0,0
5480,0,0,0,0,0
5780,0,0,0,0,0
5793,0,0,0,0,1
6093,0,0,0,0,0
6393,0,0,0,0,0
6693,0,0,0,0,0
6993,0,0,0,0,0
7293,0,0,0,0,0
7529,0,0,0,0,1
7829,0,0,0,0,0
8129,0,0,0,0,0
8429,0,0,0,0,0
8729,0,0,0,0,0
9029,0,0,0,0,0
9329,0,0,0,0,0
9629,0,0,0,0,0
9761,0,0,0,0,1
10061,0,0,0,0,0
10361,0,0,0,0,0
10661,0,0,0,0,0
10961,0,0,0,0,0
11261,0,0,0,0,0
11561,0,0,0,0,0
11562,0,0,0,0,1
11862,0,0,0,0,0
12162,0,0,0,0,0
12462,0,0,0,0,0
12762,0,0,0,0,0
13062,0,0,0,0,0
13362,0,0,0,0,0
13662,0,0,0,0,0
13962,0,0,0,0,0
14262,0,0,0,0,0
14292,0,0,0,0,1
14592,0,0,0,0,0
14892,0,0,0,0,0
15192,0,0,0,0,0
15492,0,0,0,0,0
15792,0,0,0,0,0
16092,0,0,0,0,0
16392,0,0,0,0,0
16692,0,0,0,0,0
16992,0,0,0,0,0
17292,0,0,0,0,0
17592,0,0,0,0,0
17892,0,0,0,0,0
18192,0,0,0,0,0
18492,0,0,0,0,0
18792,0,0,0,0,0
19092,0,0,0,0,0
19392,0,0,0,0,0
19692,0,0,0,0,0
19992,0,0,0,0,0
20292,0,0,0,0,0
20592,0,0,0,0,0
20892,0,0,0,0,0
21192,0,0,0,0,0
21492,0,0,0,0,0
21515,0,0,0,0,1
21815,0,0,0,0,0
22115,0,0,0,0,0
22415,0,0,0,0,0
22715,0,0,0,0,0
23015,0,0,0,0,0
23315,0,0,0,0,0
23615,0,0,0,0,0
23915,0,0,0,0,0
24215,0,0,0,0,0
24515,0,0,0,0,0
24815,0,0,0,0,0
25115,0,0,0,0,0
25415,0,0,0,0,0
25444,0,0,0,0,1
25744,0,0,0,0,0
26044,0,0,0,0,0
26344,0,0,0,0,0
26644,0,0,0,0,0
26944,0,0,0,0,0
27244,0,0,0,0,0
27544,0,0,0,0,0
27844,0,0,0,0,0
28144,0,0,0,0,0
28444,0,0,0,0,0
28585,0,0,0,0,1
28618,1,0,0,0,1
28631,0,0,0,0,1
28931,0,0,0,0,0
28951,0,0,0,0,1
29251,0,0,0,0,0
29551,0,0,0,0,0
29630,1,0,0,0,1
29930,0,0,0,0,0
30230,0,0,0,0,0
30530,0,0,0,0,0
30830,0,0,0,0,0
31130,0,0,0,0,0
31430,0,0,0,0,0
31730,0,0,0,0,0
31791,0,0,0,0,1
