step,picked,placed_v2,nested_v2,slide_success,tipped
1,0,0,0,0,1
301,0,0,0,0,0
601,0,0,0,0,0
901,0,0,0,0,0
1201,0,0,0,0,0
1501,0,0,0,0,0
1801,0,0,0,0,0
2101,0,0,0,0,0
2401,0,0,0,0,0
2701,0,0,0,0,0
3001,0,0,0,0,0
3301,0,0,0,0,0
3601,0,0,0,0,0
3644,0,0,0,0,1
3944,0,0,0,0,0
4244,0,0,0,0,0
4544,0,0,0,0,0
4844,0,0,0,0,0
5144,0,0,0,0,0
5444,0,0,0,0,0
5744,0,0,0,0,0
6044,0,0,0,0,0
6344,0,0,0,0,0
6644,0,0,0,0,0
6944,0,0,0,0,0
7244,0,0,0,0,0
7544,0,0,0,0,0
7844,0,0,0,0,0
8144,0,0,0,0,0
8444,0,0,0,0,0
8469,0,0,0,0,1
8769,0,0,0,0,0
9069,0,0,0,0,0
9369,0,0,0,0,0
9524,0,0,0,0,1
9824,0,0,0,0,0
9894,0,0,0,0,1
10194,0,0,0,0,0
10222,1,0,0,0,1
10522,0,0,0,0,0
10822,0,0,0,0,0
10847,0,0,0,0,1
11147,0,0,0,0,0
11179,0,0,0,0,1
11479,0,0,0,0,0
11779,0,0,0,0,0
12079,0,0,0,0,0
12379,0,0,0,0,0
12679,0,0,0,0,0
12979,0,0,0,0,0
13003,0,0,0,0,1
13004,0,0,0,0,1
13119,0,0,0,0,1
13419,0,0,0,0,0
13719,0,0,0,0,0
14019,0,0,0,0,0
14127,0,0,0,0,1
14128,0,0,0,0,1
14428,0,0,0,0,0
14728,0,0,0,0,0
15028,0,0,0,0,0
15328,0,0,0,0,0
15628,0,0,0,0,0
15928,0,0,0,0,0
16228,0,0,0,0,0
16528,0,0,0,0,0
16828,0,0,0,0,0
17128,0,0,0,0,0
17428,0,0,0,0,0
17728,0,0,0,0,0
18028,0,0,0,0,0
18328,0,0,0,0,0
18359,0,0,0,0,1
18659,0,0,0,0,0
18959,0,0,0,0,0
19226,0,0,0,0,1
19526,0,0,0,0,0
19547,0,0,0,0,1
19636,0,0,0,0,1
19648,0,0,0,0,1
19673,0,0,0,0,1
19719,0,0,0,0,1
20019,0,0,0,0,0
20319,0,0,0,0,0
20426,1,0,0,0,1
20639,0,0,0,0,1
20830,0,0,0,0,1
20910,1,0,0,0,1
21210,0,0,0,0,0
21229,0,0,0,0,1
21289,1,0,0,0,1
21324,0,0,0,0,1
21624,0,0,0,0,0
21669,0,0,0,0,1
21969,0,0,0,0,0
22269,0,0,0,0,0
22569,0,0,0,0,0
22605,1,0,0,0,1
22905,0,0,0,0,0
22943,1,0,0,0,1
22977,0,0,0,0,1
23017,1,0,0,0,1
23054,1,0,0,0,1
23102,1,0,0,0,1
23191,1,0,0,0,1
23254,1,0,0,0,1
23306,1,0,0,0,1
23352,1,0,0,0,1
23540,1,0,0,0,1
23840,0,0,0,0,0
24110,0,0,0,0,1
24111,0,0,0,0,1
24411,0,0,0,0,0
24432,0,0,0,0,1
24732,0,0,0,0,0
24766,1,0,0,0,1
25066,0,0,0,0,0
25366,0,0,0,0,0
25471,1,0,0,0,1
25771,0,0,0,0,0
26071,0,0,0,0,0
26108,0,0,0,0,1
26160,1,0,0,0,1
26257,1,0,0,0,1
26557,0,0,0,0,0
26708,0,0,0,0,1
27008,0,0,0,0,0
27308,0,0,0,0,0
27608,0,0,0,0,0
27661,0,0,0,0,1
27719,1,0,0,0,1
27778,1,0,0,0,1
28078,0,0,0,0,0
28378,0,0,0,0,0
28415,0,0,0,0,1
28416,0,0,0,0,1
28478,1,0,0,0,1
28479,0,0,0,0,1
28540,0,0,0,0,1
28651,1,0,0,0,1
28951,0,0,0,0,0
29251,0,0,0,0,0
29330,1,0,0,0,1
29402,1,0,0,0,1
29427,0,0,0,0,1
29572,1,0,0,0,1
29664,1,0,0,0,1
29683,0,0,0,0,1
29983,0,0,0,0,0
30050,1,0,0,0,1
30350,0,0,0,0,0
30618,0,0,0,0,1
30705,1,0,0,0,1
30746,0,0,0,0,1
30885,1,0,0,0,1
30925,1,0,0,0,1
31225,0,0,0,0,0
31309,1,0,0,0,1
31310,0,0,0,0,1
31578,0,0,0,0,1
31772,0,0,0,0,1
31896,1,0,0,0,1
31953,1,0,0,0,1
32145,1,0,0,0,1
32445,1,0,0,0,0
32544,1,0,0,0,1
32844,0,0,0,0,0
33144,0,0,0,0,0
33207,0,0,0,0,1
33507,0,0,0,0,0
33807,0,0,0,0,0
34107,0,0,0,0,0
34407,0,0,0,0,0
34707,0,0,0,0,0
35007,0,0,0,0,0
35307,0,0,0,0,0
35329,0,0,0,0,1
35344,0,0,0,0,1
35635,0,0,0,0,1
35675,0,0,0,0,1
35975,0,0,0,0,0
36275,0,0,0,0,0
36316,0,0,0,0,1
36478,1,0,0,0,1
36526,0,0,0,0,1
36601,0,0,0,0,1
36671,0,0,0,0,1
36737,0,0,0,0,1
37037,0,0,0,0,0
37046,0,0,0,0,1
37081,0,0,0,0,1
37105,0,0,0,0,1
37159,0,0,0,0,1
37174,0,0,0,0,1
37211,0,0,0,0,1
37511,1,0,0,0,0
37570,1,0,0,0,1
37681,1,0,0,0,1
37879,1,0,0,0,1
38179,0,0,0,0,0
38479,1,0,0,0,0
38779,0,0,0,0,0
38780,0,0,0,0,1
38839,0,0,0,0,1
39139,0,0,0,0,0
39234,1,0,0,0,1
39534,1,0,0,0,0
39834,1,0,0,0,0
40134,1,1,0,0,0
40434,1,1,0,0,0
40734,1,1,0,0,0
40781,0,0,0,0,1
40817,0,0,0,0,1
40930,0,0,0,0,1
41230,0,0,0,0,0
41530,0,0,0,0,0
41561,0,0,0,0,1
41733,1,0,0,0,1
41811,1,0,0,0,1
42111,1,1,0,0,0
42411,1,0,0,0,0
42517,0,0,0,0,1
42663,1,1,0,0,1
42963,0,0,0,0,0
43093,1,0,0,0,1
43393,1,1,0,0,0
43452,1,0,0,0,1
43561,1,0,0,0,1
43665,1,0,0,0,1
43763,1,0,0,0,1
44063,1,1,0,0,0
44363,0,0,0,0,0
44663,0,0,0,0,0
44963,1,0,0,0,0
45051,1,0,0,0,1
45207,1,0,0,0,1
45412,1,0,0,0,1
45712,1,0,0,0,0
46012,0,0,0,0,0
46312,0,0,0,0,0
46612,0,0,0,0,0
46660,1,0,0,0,1
46697,1,0,0,0,1
46732,1,0,0,0,1
47032,0,0,0,0,0
47332,0,0,0,0,0
47369,1,0,0,0,1
47432,1,0,0,0,1
47732,0,0,0,0,0
48032,0,0,0,0,0
48245,0,0,0,0,1
48299,1,0,0,0,1
48599,1,1,0,0,0
48658,1,0,0,0,1
48958,0,0,0,0,0
49258,1,1,0,0,0
49383,0,0,0,0,1
49428,1,0,0,0,1
49728,0,0,0,0,0
50028,0,0,0,0,0
50029,0,0,0,0,1
50329,0,0,0,0,0
50330,0,0,0,0,1
50630,0,0,0,0,0
50930,0,0,0,0,0
50931,0,0,0,0,1
51231,0,0,0,0,0
51531,0,0,0,0,0
51831,0,0,0,0,0
52131,1,1,0,0,0
52431,0,0,0,0,0
52541,1,0,0,0,1
52785,0,0,0,0,1
52831,1,0,0,0,1
53131,1,1,0,0,0
53431,1,1,0,0,0
53731,1,1,0,0,0
53783,1,0,0,0,1
53836,1,0,0,0,1
54030,1,1,0,0,1
54194,1,0,0,0,1
54244,1,0,0,0,1
54392,1,0,0,0,1
54471,1,0,0,0,1
54771,0,0,0,0,0
55071,0,0,0,0,0
55371,0,0,0,0,0
55395,1,0,0,0,1
55524,1,1,0,0,1
55636,1,0,0,0,1
55936,0,0,0,0,0
56167,1,0,0,0,1
56227,1,0,0,0,1
56327,1,0,0,0,1
56568,1,0,0,0,1
56868,1,1,0,0,0
57168,1,1,0,0,0
57468,1,1,1,0,0
57768,0,0,0,0,0
57816,1,0,0,0,1
58116,0,0,0,0,0
58416,0,0,0,0,0
58716,1,1,1,0,0
59016,1,0,0,0,0
59174,1,0,0,0,1
59474,1,1,0,0,0
59521,1,0,0,0,1
59671,1,1,0,0,1
59971,1,1,0,0,0
60021,1,0,0,0,1
60093,1,1,0,0,1
60393,1,1,0,0,0
60415,1,0,0,0,1
60715,1,0,0,0,0
61015,1,0,0,0,0
61315,1,0,0,0,0
61615,0,0,0,0,0
61915,0,0,0,0,0
62215,0,0,0,0,0
62273,1,0,0,0,1
62573,0,0,0,0,0
62873,1,1,0,0,0
62920,1,0,0,0,1
63220,1,1,0,0,0
63520,1,0,0,0,0
63521,0,0,0,0,1
63821,1,0,0,0,0
63944,1,1,0,0,1
64002,1,0,0,0,1
64302,1,1,0,0,0
64454,1,1,1,1,0
64516,1,0,0,0,1
64816,1,1,0,0,0
65116,1,1,0,0,0
65205,1,0,0,0,1
65320,1,0,0,0,1
65436,1,0,0,0,1
65736,1,0,0,0,0
66036,1,1,0,0,0
66336,0,0,0,0,0
66636,1,1,0,0,0
66657,1,0,0,0,1
66679,1,0,0,0,1
66716,1,0,0,0,1
67016,1,1,0,0,0
67060,1,0,0,0,1
67360,1,1,0,0,0
67660,1,0,0,0,0
67715,1,0,0,0,1
68015,1,1,1,1,0
68315,1,1,1,0,0
68615,0,0,0,0,0
68915,0,0,0,0,0
68942,0,0,0,0,1
69242,0,0,0,0,0
69542,0,0,0,0,0
69842,0,0,0,0,0
70142,0,0,0,0,0
70442,0,0,0,0,0
70742,0,0,0,0,0
71042,0,0,0,0,0
71342,0,0,0,0,0
71642,0,0,0,0,0
71942,0,0,0,0,0
72242,0,0,0,0,0
72542,0,0,0,0,0
72842,1,0,0,0,0
73142,0,0,0,0,0
73442,0,0,0,0,0
73742,0,0,0,0,0
74042,0,0,0,0,0
74342,0,0,0,0,0
74642,0,0,0,0,0
74643,0,0,0,0,1
74706,1,0,0,0,1
74909,0,0,0,0,1
74972,1,0,0,0,1
75272,0,0,0,0,0
75348,1,0,0,0,1
75648,0,0,0,0,0
75762,1,0,0,0,1
76062,0,0,0,0,0
76362,0,0,0,0,0
76662,0,0,0,0,0
76663,0,0,0,0,1
76963,0,0,0,0,0
77263,0,0,0,0,0
77563,0,0,0,0,0
77863,0,0,0,0,0
77921,1,0,0,0,1
78221,0,0,0,0,0
78521,1,1,1,0,0
78550,1,0,0,0,1
78850,1,1,0,0,0
79061,1,0,0,0,1
79087,1,0,0,0,1
79387,1,1,0,0,0
79420,0,0,0,0,1
79436,1,0,0,0,1
79534,1,0,0,0,1
79834,1,1,0,0,0
79856,1,0,0,0,1
80156,1,1,0,0,0
80456,1,1,0,0,0
80756,1,1,0,0,0
81056,1,1,0,0,0
81356,1,1,0,0,0
81381,0,0,0,0,1
81681,1,1,0,0,0
81723,1,0,0,0,1
81756,1,0,0,0,1
82056,0,0,0,0,0
