step,picked,placed_v2,nested_v2,slide_success,tipped
300,0,0,0,0,0
600,0,0,0,0,0
900,0,0,0,0,0
1200,0,0,0,0,0
1500,0,0,0,0,0
1800,0,0,0,0,0
2100,0,0,0,0,0
2400,0,0,0,0,0
2700,0,0,0,0,0
3000,0,0,0,0,0
3300,0,0,0,0,0
3600,0,0,0,0,0
3900,0,0,0,0,0
4200,0,0,0,0,0
4500,0,0,0,0,0
4800,0,0,0,0,0
5100,0,0,0,0,0
5400,0,0,0,0,0
5700,0,0,0,0,0
6000,0,0,0,0,0
6300,0,0,0,0,0
6403,0,0,0,0,1
6703,0,0,0,0,0
7003,0,0,0,0,0
7010,0,0,0,0,1
7310,0,0,0,0,0
7610,0,0,0,0,0
7910,0,0,0,0,0
8210,0,0,0,0,0
8510,0,0,0,0,0
8810,0,0,0,0,0
9110,0,0,0,0,0
9410,0,0,0,0,0
9444,0,0,0,0,1
9744,0,0,0,0,0
10044,0,0,0,0,0
10344,0,0,0,0,0
10644,0,0,0,0,0
10944,0,0,0,0,0
10945,0,0,0,0,1
11140,0,0,0,0,1
11440,0,0,0,0,0
11740,0,0,0,0,0
12040,0,0,0,0,0
12340,0,0,0,0,0
12640,0,0,0,0,0
12940,0,0,0,0,0
13240,0,0,0,0,0
13267,0,0,0,0,1
13567,0,0,0,0,0
13867,1,1,0,0,0
13875,0,0,0,0,1
13883,0,0,0,0,1
14183,0,0,0,0,0
14262,1,0,0,0,1
14562,0,0,0,0,0
14620,0,0,0,0,1
14645,0,0,0,0,1
14669,0,0,0,0,1
14969,0,0,0,0,0
15269,0,0,0,0,0
15569,0,0,0,0,0
15608,0,0,0,0,1
15908,0,0,0,0,0
15943,0,0,0,0,1
16243,0,0,0,0,0
16543,0,0,0,0,0
16843,0,0,0,0,0
17143,0,0,0,0,0
17443,0,0,0,0,0
17743,0,0,0,0,0
17976,0,0,0,0,1
18276,0,0,0,0,0
18304,0,0,0,0,1
18604,0,0,0,0,0
18904,0,0,0,0,0
19204,0,0,0,0,0
19316,0,0,0,0,1
19616,0,0,0,0,0
19916,0,0,0,0,0
20216,0,0,0,0,0
20239,0,0,0,0,1
20539,0,0,0,0,0
20654,0,0,0,0,1
20954,0,0,0,0,0
21254,0,0,0,0,0
21554,0,0,0,0,0
21854,0,0,0,0,0
22154,0,0,0,0,0
22218,1,0,0,0,1
22518,0,0,0,0,0
22535,0,0,0,0,1
22835,0,0,0,0,0
23135,1,0,0,0,0
23435,0,0,0,0,0
23735,0,0,0,0,0
24035,0,0,0,0,0
24335,0,0,0,0,0
24610,0,0,0,0,1
24654,1,0,0,0,1
24954,0,0,0,0,0
25066,0,0,0,0,1
25366,0,0,0,0,0
25666,0,0,0,0,0
25705,1,0,0,0,1
25908,0,0,0,0,1
25926,0,0,0,0,1
25946,0,0,0,0,1
26246,0,0,0,0,0
26334,0,0,0,0,1
26634,0,0,0,0,0
26934,0,0,0,0,0
26935,0,0,0,0,1
27235,0,0,0,0,0
27274,0,0,0,0,1
27296,0,0,0,0,1
27596,0,0,0,0,0
