step,picked,placed_v2,nested_v2,slide_success,tipped
300,0,0,0,0,0
600,0,0,0,0,0
754,0,0,0,0,1
1054,0,0,0,0,0
1354,0,0,0,0,0
1654,0,0,0,0,0
1954,0,0,0,0,0
2254,0,0,0,0,0
2554,0,0,0,0,0
2854,0,0,0,0,0
3154,0,0,0,0,0
3454,0,0,0,0,0
3754,0,0,0,0,0
4054,0,0,0,0,0
4354,0,0,0,0,0
4654,0,0,0,0,0
4954,0,0,0,0,0
5005,0,0,0,0,1
5305,0,0,0,0,0
5605,0,0,0,0,0
5905,0,0,0,0,0
6205,0,0,0,0,0
6319,0,0,0,0,1
6619,0,0,0,0,0
6919,0,0,0,0,0
7219,0,0,0,0,0
7519,0,0,0,0,0
7819,0,0,0,0,0
8119,0,0,0,0,0
8419,0,0,0,0,0
8719,0,0,0,0,0
9019,0,0,0,0,0
9319,0,0,0,0,0
9619,0,0,0,0,0
9919,0,0,0,0,0
10219,0,0,0,0,0
10519,0,0,0,0,0
10819,0,0,0,0,0
11119,0,0,0,0,0
11419,0,0,0,0,0
11719,0,0,0,0,0
12019,0,0,0,0,0
12319,0,0,0,0,0
12337,0,0,0,0,1
12637,0,0,0,0,0
12638,0,0,0,0,1
12938,0,0,0,0,0
13238,0,0,0,0,0
13538,0,0,0,0,0
13838,0,0,0,0,0
14138,0,0,0,0,0
14139,0,0,0,0,1
14439,0,0,0,0,0
14726,0,0,0,0,1
15026,0,0,0,0,0
15326,0,0,0,0,0
15626,0,0,0,0,0
15926,0,0,0,0,0
16226,0,0,0,0,0
16526,0,0,0,0,0
16826,0,0,0,0,0
16827,0,0,0,0,1
17095,0,0,0,0,1
17395,0,0,0,0,0
17695,0,0,0,0,0
17995,0,0,0,0,0
18295,0,0,0,0,0
18595,0,0,0,0,0
18895,0,0,0,0,0
19195,0,0,0,0,0
19495,0,0,0,0,0
19540,0,0,0,0,1
19840,0,0,0,0,0
20140,0,0,0,0,0
20440,0,0,0,0,0
20740,0,0,0,0,0
21040,0,0,0,0,0
21340,0,0,0,0,0
21366,0,0,0,0,1
21429,0,0,0,0,1
21481,0,0,0,0,1
21781,0,0,0,0,0
22081,0,0,0,0,0
22381,0,0,0,0,0
22681,0,0,0,0,0
22745,0,0,0,0,1
23045,0,0,0,0,0
23345,0,0,0,0,0
23645,0,0,0,0,0
23945,0,0,0,0,0
24245,0,0,0,0,0
24545,0,0,0,0,0
24845,0,0,0,0,0
25145,0,0,0,0,0
25445,0,0,0,0,0
25745,0,0,0,0,0
26045,0,0,0,0,0
26345,0,0,0,0,0
26576,0,0,0,0,1
26603,0,0,0,0,1
26903,0,0,0,0,0
27203,0,0,0,0,0
27503,0,0,0,0,0
27803,0,0,0,0,0
28103,0,0,0,0,0
28403,0,0,0,0,0
28703,0,0,0,0,0
28744,1,0,0,0,1
29044,0,0,0,0,0
29126,0,0,0,0,1
29426,0,0,0,0,0
29726,0,0,0,0,0
29743,0,0,0,0,1
30043,0,0,0,0,0
30343,0,0,0,0,0
30643,0,0,0,0,0
30667,0,0,0,0,1
