step,picked,placed_v2,nested_v2,slide_success,tipped
1,0,0,0,0,1
301,0,0,0,0,0
601,0,0,0,0,0
895,0,0,0,0,1
1195,0,0,0,0,0
1495,0,0,0,0,0
1795,0,0,0,0,0
2095,0,0,0,0,0
2395,0,0,0,0,0
2695,0,0,0,0,0
2995,0,0,0,0,0
3295,0,0,0,0,0
3595,0,0,0,0,0
3895,0,0,0,0,0
4195,0,0,0,0,0
4495,0,0,0,0,0
4537,0,0,0,0,1
4837,0,0,0,0,0
5137,0,0,0,0,0
5437,0,0,0,0,0
5737,0,0,0,0,0
6037,0,0,0,0,0
6337,0,0,0,0,0
6637,0,0,0,0,0
6937,0,0,0,0,0
7237,0,0,0,0,0
7256,0,0,0,0,1
7338,0,0,0,0,1
7377,0,0,0,0,1
7529,0,0,0,0,1
7829,0,0,0,0,0
8129,0,0,0,0,0
8429,0,0,0,0,0
8729,0,0,0,0,0
9029,0,0,0,0,0
9329,0,0,0,0,0
9629,0,0,0,0,0
9929,0,0,0,0,0
10229,0,0,0,0,0
10529,0,0,0,0,0
10829,0,0,0,0,0
11129,0,0,0,0,0
11429,0,0,0,0,0
11729,0,0,0,0,0
12029,0,0,0,0,0
12329,0,0,0,0,0
12629,0,0,0,0,0
12929,0,0,0,0,0
13102,1,0,0,0,1
13402,0,0,0,0,0
13702,0,0,0,0,0
14002,0,0,0,0,0
14302,0,0,0,0,0
14602,0,0,0,0,0
14617,0,0,0,0,1
14917,0,0,0,0,0
14952,0,0,0,0,1
14975,0,0,0,0,1
14992,0,0,0,0,1
15020,0,0,0,0,1
15320,0,0,0,0,0
15620,0,0,0,0,0
15920,0,0,0,0,0
15921,0,0,0,0,1
16028,0,0,0,0,1
16328,0,0,0,0,0
16628,0,0,0,0,0
16928,0,0,0,0,0
16953,0,0,0,0,1
17253,0,0,0,0,0
17553,0,0,0,0,0
17853,0,0,0,0,0
18153,0,0,0,0,0
18259,0,0,0,0,1
18297,0,0,0,0,1
18597,0,0,0,0,0
18897,0,0,0,0,0
19197,0,0,0,0,0
19497,0,0,0,0,0
19797,0,0,0,0,0
19842,0,0,0,0,1
19859,0,0,0,0,1
20159,0,0,0,0,0
20459,0,0,0,0,0
20759,0,0,0,0,0
21059,0,0,0,0,0
21063,0,0,0,0,1
21363,0,0,0,0,0
21663,0,0,0,0,0
21963,0,0,0,0,0
21964,0,0,0,0,1
22264,0,0,0,0,0
22564,0,0,0,0,0
22565,0,0,0,0,1
22749,0,0,0,0,1
23049,0,0,0,0,0
23349,0,0,0,0,0
23649,0,0,0,0,0
23949,0,0,0,0,0
24249,0,0,0,0,0
24549,0,0,0,0,0
24849,0,0,0,0,0
25149,0,0,0,0,0
25362,1,0,0,0,1
25662,0,0,0,0,0
25962,0,0,0,0,0
26262,0,0,0,0,0
26562,0,0,0,0,0
26573,0,0,0,0,1
26873,0,0,0,0,0
27173,0,0,0,0,0
27473,0,0,0,0,0
27773,0,0,0,0,0
28073,0,0,0,0,0
28373,0,0,0,0,0
28673,0,0,0,0,0
28973,0,0,0,0,0
29273,0,0,0,0,0
29573,0,0,0,0,0
29873,0,0,0,0,0
30173,0,0,0,0,0
30473,0,0,0,0,0
30773,0,0,0,0,0
31073,0,0,0,0,0
31373,0,0,0,0,0
31673,0,0,0,0,0
31973,0,0,0,0,0
32273,0,0,0,0,0
32573,0,0,0,0,0
32873,0,0,0,0,0
33173,0,0,0,0,0
33473,0,0,0,0,0
33773,0,0,0,0,0
33813,1,0,0,0,1
33860,1,0,0,0,1
33900,1,0,0,0,1
34200,0,0,0,0,0
34500,0,0,0,0,0
34544,1,0,0,0,1
34752,0,0,0,0,1
34823,1,0,0,0,1
34991,0,0,0,0,1
35291,0,0,0,0,0
35591,0,0,0,0,0
35741,0,0,0,0,1
35794,0,0,0,0,1
35835,0,0,0,0,1
36135,0,0,0,0,0
36305,1,0,0,0,1
36390,0,0,0,0,1
36391,0,0,0,0,1
36392,0,0,0,0,1
36440,1,0,0,0,1
36454,0,0,0,0,1
36520,1,0,0,0,1
36598,1,0,0,0,1
36635,0,0,0,0,1
36935,0,0,0,0,0
36993,1,0,0,0,1
37293,0,0,0,0,0
37320,0,0,0,0,1
37620,0,0,0,0,0
37920,0,0,0,0,0
38220,0,0,0,0,0
38273,1,0,0,0,1
38359,1,0,0,0,1
38659,1,0,0,0,0
38712,1,0,0,0,1
38797,1,0,0,0,1
38827,1,0,0,0,1
38828,0,0,0,0,1
38867,1,0,0,0,1
38911,1,0,0,0,1
38951,1,0,0,0,1
38952,0,0,0,0,1
38999,1,0,0,0,1
39299,1,0,0,0,0
39415,1,0,0,0,1
39715,0,0,0,0,0
39779,0,0,0,0,1
39861,1,0,0,0,1
39975,1,0,0,0,1
40275,0,0,0,0,0
40575,0,0,0,0,0
40875,0,0,0,0,0
41030,1,0,0,0,1
41065,1,0,0,0,1
41089,0,0,0,0,1
41122,1,0,0,0,1
41162,1,0,0,0,1
41462,1,0,0,0,0
41534,1,0,0,0,1
41638,1,0,0,0,1
41938,0,0,0,0,0
42238,0,0,0,0,0
42538,0,0,0,0,0
42838,0,0,0,0,0
42974,1,0,0,0,1
43274,0,0,0,0,0
43574,0,0,0,0,0
43874,0,0,0,0,0
44174,0,0,0,0,0
44452,0,0,0,0,1
44663,1,0,0,0,1
44831,1,0,0,0,1
44930,1,0,0,0,1
45230,1,0,0,0,0
45266,0,0,0,0,1
45375,1,0,0,0,1
45457,1,0,0,0,1
45516,1,0,0,0,1
45580,1,0,0,0,1
45659,1,0,0,0,1
45688,0,0,0,0,1
45988,1,0,0,0,0
46288,0,0,0,0,0
46309,0,0,0,0,1
46341,0,0,0,0,1
46641,1,0,0,0,0
46941,0,0,0,0,0
47055,1,0,0,0,1
47081,0,0,0,0,1
47381,0,0,0,0,0
47420,1,0,0,0,1
47625,1,0,0,0,1
47782,0,0,0,0,1
48082,0,0,0,0,0
48240,1,0,0,0,1
48300,0,0,0,0,1
48600,0,0,0,0,0
48900,0,0,0,0,0
49200,0,0,0,0,0
49212,0,0,0,0,1
49512,0,0,0,0,0
49538,1,0,0,0,1
49539,0,0,0,0,1
49839,0,0,0,0,0
49878,0,0,0,0,1
49919,0,0,0,0,1
49920,0,0,0,0,1
50220,0,0,0,0,0
50520,0,0,0,0,0
50820,0,0,0,0,0
50934,0,0,0,0,1
51234,0,0,0,0,0
51534,0,0,0,0,0
51834,0,0,0,0,0
52134,0,0,0,0,0
52190,0,0,0,0,1
52200,0,0,0,0,1
52310,1,0,0,0,1
52414,1,0,0,0,1
52714,0,0,0,0,0
52956,0,0,0,0,1
52974,0,0,0,0,1
53006,0,0,0,0,1
53063,0,0,0,0,1
53363,0,0,0,0,0
53395,0,0,0,0,1
53435,0,0,0,0,1
53607,1,0,0,0,1
53689,1,0,0,0,1
53911,1,0,0,0,1
54211,0,0,0,0,0
54511,0,0,0,0,0
54811,0,0,0,0,0
54853,0,0,0,0,1
55153,0,0,0,0,0
55453,1,0,0,0,0
55486,0,0,0,0,1
55786,1,0,0,0,0
56086,1,1,1,1,0
56386,0,0,0,0,0
56686,0,0,0,0,0
56805,0,0,0,0,1
57105,0,0,0,0,0
57405,0,0,0,0,0
57705,0,0,0,0,0
58005,0,0,0,0,0
58305,0,0,0,0,0
58605,0,0,0,0,0
58905,0,0,0,0,0
59005,1,0,0,0,1
59139,1,0,0,0,1
59187,0,0,0,0,1
59487,0,0,0,0,0
59787,0,0,0,0,0
59850,1,0,0,0,1
60150,0,0,0,0,0
60178,0,0,0,0,1
60478,0,0,0,0,0
60778,0,0,0,0,0
61078,0,0,0,0,0
61166,1,0,0,0,1
61274,0,0,0,0,1
61349,1,0,0,0,1
61406,1,0,0,0,1
61706,0,0,0,0,0
61721,0,0,0,0,1
61784,1,0,0,0,1
62084,0,0,0,0,0
62193,1,0,0,0,1
62493,0,0,0,0,0
62551,0,0,0,0,1
62614,1,0,0,0,1
62914,0,0,0,0,0
63214,0,0,0,0,0
63514,0,0,0,0,0
63814,0,0,0,0,0
64114,0,0,0,0,0
64282,1,0,0,0,1
64582,0,0,0,0,0
64882,0,0,0,0,0
65182,0,0,0,0,0
65482,0,0,0,0,0
65530,1,0,0,0,1
65830,1,0,0,0,0
66130,0,0,0,0,0
66187,1,0,0,0,1
66487,0,0,0,0,0
66787,0,0,0,0,0
67087,0,0,0,0,0
67387,1,0,0,0,0
67432,1,0,0,0,1
67578,1,0,0,0,1
67878,0,0,0,0,0
67921,1,0,0,0,1
68111,1,1,1,1,0
68411,0,0,0,0,0
68711,0,0,0,0,0
69011,0,0,0,0,0
69311,0,0,0,0,0
69382,1,0,0,0,1
69682,0,0,0,0,0
69728,1,0,0,0,1
69776,1,0,0,0,1
70076,0,0,0,0,0
70077,0,0,0,0,1
70125,0,0,0,0,1
70177,1,0,0,0,1
70285,1,0,0,0,1
70585,1,1,0,0,0
70885,0,0,0,0,0
70986,1,0,0,0,1
71286,1,0,0,0,0
71380,1,0,0,0,1
71446,1,0,0,0,1
71513,1,0,0,0,1
71813,0,0,0,0,0
71921,1,0,0,0,1
72221,0,0,0,0,0
72521,0,0,0,0,0
72576,1,0,0,0,1
72876,0,0,0,0,0
73176,0,0,0,0,0
73235,1,0,0,0,1
73265,1,0,0,0,1
73266,0,0,0,0,1
73566,1,1,1,0,0
73866,1,1,0,0,0
73905,1,0,0,0,1
73958,1,0,0,0,1
74012,1,0,0,0,1
74312,1,1,0,0,0
74612,0,0,0,0,0
74912,1,1,0,0,0
75212,1,1,0,0,0
75276,1,0,0,0,1
75576,0,0,0,0,0
75876,0,0,0,0,0
75967,1,0,0,0,1
76142,1,0,0,0,1
76442,0,0,0,0,0
76742,1,0,0,0,0
77042,0,0,0,0,0
77342,1,1,0,0,0
77642,0,0,0,0,0
77768,1,0,0,0,1
78022,1,0,0,0,1
78322,0,0,0,0,0
78622,0,0,0,0,0
78922,0,0,0,0,0
79222,1,1,0,0,0
79522,0,0,0,0,0
79599,1,0,0,0,1
79653,1,0,0,0,1
79755,0,0,0,0,1
80055,1,0,0,0,0
80355,0,0,0,0,0
80655,1,0,0,0,0
80955,1,0,0,0,0
81255,1,0,0,0,0
81555,0,0,0,0,0
81855,1,1,0,0,0
81885,0,0,0,0,1
82185,1,1,0,0,0
82485,1,1,0,0,0
82785,1,1,0,0,0
83085,0,0,0,0,0
83385,1,0,0,0,0
83685,0,0,0,0,0
83785,1,0,0,0,1
83958,1,0,0,0,1
84056,1,0,0,0,1
84146,1,0,0,0,1
84225,1,0,0,0,1
84525,0,0,0,0,0
84825,0,0,0,0,0
85125,1,0,0,0,0
85320,1,0,0,0,1
85372,1,0,0,0,1
85417,1,0,0,0,1
