step,picked,placed_v2,farside,slide_event,home,nested_v2,tipped
7200,0,0,0,0,0,0,0
7201,0,0,0,0,0,0,0
7202,0,0,0,0,0,0,0
7203,0,0,0,0,0,0,0
7204,0,0,0,0,0,0,0
7205,0,0,0,0,0,0,0
14400,0,0,0,0,0,0,0
14401,0,0,0,0,0,0,0
14402,0,0,0,0,0,0,0
14403,0,0,0,0,0,0,0
14404,0,0,0,0,0,0,0
14405,0,0,0,0,0,0,0
18265,0,0,0,0,0,0,1
21596,0,0,0,0,0,0,0
21598,0,0,0,0,0,0,0
21599,0,0,0,0,0,0,0
21600,0,0,0,0,0,0,0
21601,0,0,0,0,0,0,0
25465,0,0,0,0,0,0,0
28796,0,0,0,0,0,0,0
28798,0,0,0,0,0,0,0
28799,0,0,0,0,0,0,0
28800,0,0,0,0,0,0,0
28801,0,0,0,0,0,0,0
32665,0,0,0,0,0,0,0
35996,0,0,0,0,0,0,0
35998,0,0,0,0,0,0,0
35999,0,0,0,0,0,0,0
36000,0,0,0,0,0,0,0
36001,0,0,0,0,0,0,0
39865,0,0,0,0,0,0,0
42360,0,0,0,0,0,0,1
43192,0,0,0,0,0,0,0
43194,0,0,0,0,0,0,0
43195,0,0,0,0,0,0,0
43197,0,0,0,0,0,0,0
43633,1,0,0,0,0,0,1
49560,0,0,0,0,0,0,0
50392,0,0,0,0,0,0,0
50394,0,0,0,0,0,0,0
50395,0,0,0,0,0,0,0
50397,0,0,0,0,0,0,0
50833,0,0,0,0,0,0,0
51288,0,0,0,0,0,0,1
57592,0,0,0,0,0,0,0
57594,0,0,0,0,0,0,0
57595,0,0,0,0,0,0,0
57597,0,0,0,0,0,0,0
58033,0,0,0,0,0,0,0
58292,0,0,0,0,0,0,1
58341,0,0,0,0,0,0,1
58480,0,0,0,0,0,0,0
59026,0,0,0,0,0,0,1
64756,0,0,0,0,0,0,1
64779,0,0,0,0,0,0,0
65229,0,0,0,0,0,0,0
65541,0,0,0,0,0,0,0
65680,0,0,0,0,0,0,0
65938,0,0,0,0,0,0,1
69534,0,0,0,0,0,0,1
71952,0,0,0,0,0,0,0
71975,0,0,0,0,0,0,0
72425,0,0,0,0,0,0,0
72737,0,0,0,0,0,0,0
72876,0,0,0,0,0,0,0
73518,0,0,0,0,0,0,1
79152,0,0,0,0,0,0,0
79175,0,0,0,0,0,0,0
79625,0,0,0,0,0,0,0
79937,0,0,0,0,0,0,0
80076,0,0,0,0,0,0,0
80718,0,0,0,0,0,0,0
83978,0,0,0,0,0,0,1
83997,0,0,0,0,0,0,1
86344,0,0,0,0,0,0,0
86367,0,0,0,0,0,0,0
87133,0,0,0,0,0,0,0
87272,0,0,0,0,0,0,0
91178,0,0,0,0,0,0,0
91197,0,0,0,0,0,0,0
91218,0,0,0,0,0,0,1
93540,0,0,0,0,0,0,0
93563,0,0,0,0,0,0,0
94329,0,0,0,0,0,0,0
94468,0,0,0,0,0,0,0
94512,0,0,0,0,0,0,1
98393,0,0,0,0,0,0,0
98414,0,0,0,0,0,0,0
100736,0,0,0,0,0,0,0
100759,0,0,0,0,0,0,0
101525,0,0,0,0,0,0,0
101712,0,0,0,0,0,0,0
102163,0,0,0,0,0,0,1
105589,0,0,0,0,0,0,0
105610,0,0,0,0,0,0,0
107622,0,0,0,0,0,0,1
107928,0,0,0,0,0,0,0
108721,0,0,0,0,0,0,0
108908,0,0,0,0,0,0,0
109359,0,0,0,0,0,0,0
112785,0,0,0,0,0,0,0
114822,0,0,0,0,0,0,0
115128,0,0,0,0,0,0,0
115921,0,0,0,0,0,0,0
116108,0,0,0,0,0,0,0
116393,0,0,0,0,0,0,1
116555,0,0,0,0,0,0,0
119981,0,0,0,0,0,0,0
122018,0,0,0,0,0,0,0
122324,0,0,0,0,0,0,0
123308,0,0,0,0,0,0,0
123593,0,0,0,0,0,0,0
123608,0,0,0,0,0,0,1
123751,0,0,0,0,0,0,0
124056,0,0,0,0,0,0,1
125588,0,0,0,0,0,0,1
127169,0,0,0,0,0,0,0
129206,0,0,0,0,0,0,0
130500,0,0,0,0,0,0,0
130785,0,0,0,0,0,0,0
130947,0,0,0,0,0,0,0
131304,0,0,0,0,0,0,1
131323,0,0,0,0,0,0,1
132780,0,0,0,0,0,0,0
134361,0,0,0,0,0,0,0
136398,0,0,0,0,0,0,0
137981,0,0,0,0,0,0,0
138504,0,0,0,0,0,0,0
138523,0,0,0,0,0,0,0
139980,0,0,0,0,0,0,0
