step,picked,placed_v2,nested_v2,slide_success,tipped
300,0,0,0,0,0
600,0,0,0,0,0
601,0,0,0,0,1
901,0,0,0,0,0
1201,0,0,0,0,0
1501,0,0,0,0,0
1801,0,0,0,0,0
2101,0,0,0,0,0
2401,0,0,0,0,0
2701,0,0,0,0,0
3001,0,0,0,0,0
3119,0,0,0,0,1
3419,0,0,0,0,0
3719,0,0,0,0,0
4019,0,0,0,0,0
4319,0,0,0,0,0
4619,0,0,0,0,0
4919,0,0,0,0,0
5219,0,0,0,0,0
5519,0,0,0,0,0
5819,0,0,0,0,0
6119,0,0,0,0,0
6419,0,0,0,0,0
6719,0,0,0,0,0
7019,0,0,0,0,0
7319,0,0,0,0,0
7619,0,0,0,0,0
7919,0,0,0,0,0
8219,0,0,0,0,0
8519,0,0,0,0,0
8819,0,0,0,0,0
9119,0,0,0,0,0
9419,0,0,0,0,0
9445,0,0,0,0,1
9446,0,0,0,0,1
9566,1,0,0,0,1
9567,0,0,0,0,1
9867,0,0,0,0,0
10167,0,0,0,0,0
10467,0,0,0,0,0
10767,0,0,0,0,0
11067,0,0,0,0,0
11103,0,0,0,0,1
11174,1,0,0,0,1
11474,0,0,0,0,0
11475,0,0,0,0,1
11775,0,0,0,0,0
12075,0,0,0,0,0
12375,0,0,0,0,0
12675,0,0,0,0,0
12975,0,0,0,0,0
13275,0,0,0,0,0
13289,0,0,0,0,1
13321,0,0,0,0,1
13621,0,0,0,0,0
13921,0,0,0,0,0
14013,0,0,0,0,1
14313,0,0,0,0,0
14613,0,0,0,0,0
14656,0,0,0,0,1
14908,0,0,0,0,1
15208,0,0,0,0,0
15447,0,0,0,0,1
15747,0,0,0,0,0
16047,0,0,0,0,0
16347,0,0,0,0,0
16647,0,0,0,0,0
16947,0,0,0,0,0
17247,0,0,0,0,0
17358,0,0,0,0,1
17658,0,0,0,0,0
17692,1,0,0,0,1
17775,0,0,0,0,1
18075,0,0,0,0,0
18375,0,0,0,0,0
18675,0,0,0,0,0
18975,0,0,0,0,0
19275,0,0,0,0,0
19309,1,0,0,0,1
19388,1,0,0,0,1
19688,0,0,0,0,0
19810,0,0,0,0,1
19843,0,0,0,0,1
19894,0,0,0,0,1
20015,0,0,0,0,1
20102,0,0,0,0,1
20389,0,0,0,0,1
20443,1,0,0,0,1
20743,0,0,0,0,0
21043,0,0,0,0,0
21300,0,0,0,0,1
21600,0,0,0,0,0
21900,0,0,0,0,0
22200,0,0,0,0,0
22500,0,0,0,0,0
22800,0,0,0,0,0
22842,0,0,0,0,1
23142,0,0,0,0,0
23197,1,0,0,0,1
23244,0,0,0,0,1
23251,0,0,0,0,1
23358,1,0,0,0,1
23418,0,0,0,0,1
23448,0,0,0,0,1
23519,0,0,0,0,1
23819,0,0,0,0,0
23899,1,0,0,0,1
23929,0,0,0,0,1
24229,0,0,0,0,0
24258,0,0,0,0,1
24302,0,0,0,0,1
24319,0,0,0,0,1
24359,1,0,0,0,1
24659,0,0,0,0,0
24959,0,0,0,0,0
25259,0,0,0,0,0
25559,0,0,0,0,0
