step,picked,placed_v2,nested_v2,slide_success,tipped
300,0,0,0,0,0
600,0,0,0,0,0
900,0,0,0,0,0
1200,0,0,0,0,0
1500,0,0,0,0,0
1800,0,0,0,0,0
2100,0,0,0,0,0
2400,0,0,0,0,0
2700,0,0,0,0,0
3000,0,0,0,0,0
3080,0,0,0,0,1
3380,0,0,0,0,0
3680,0,0,0,0,0
3980,0,0,0,0,0
4280,0,0,0,0,0
4580,0,0,0,0,0
4768,0,0,0,0,1
5068,0,0,0,0,0
5368,0,0,0,0,0
5668,0,0,0,0,0
5968,0,0,0,0,0
6268,0,0,0,0,0
6568,0,0,0,0,0
6868,0,0,0,0,0
7168,0,0,0,0,0
7468,0,0,0,0,0
7768,0,0,0,0,0
8068,0,0,0,0,0
8368,0,0,0,0,0
8668,0,0,0,0,0
8968,0,0,0,0,0
9268,0,0,0,0,0
9568,0,0,0,0,0
9868,0,0,0,0,0
10168,0,0,0,0,0
10468,0,0,0,0,0
10768,0,0,0,0,0
10804,0,0,0,0,1
11104,0,0,0,0,0
11117,0,0,0,0,1
11417,0,0,0,0,0
11418,0,0,0,0,1
11528,0,0,0,0,1
11539,0,0,0,0,1
11839,0,0,0,0,0
12139,0,0,0,0,0
12342,0,0,0,0,1
12642,0,0,0,0,0
12664,0,0,0,0,1
12964,0,0,0,0,0
13264,0,0,0,0,0
13564,0,0,0,0,0
13864,0,0,0,0,0
14164,0,0,0,0,0
14464,0,0,0,0,0
14764,0,0,0,0,0
15064,0,0,0,0,0
15364,0,0,0,0,0
15664,0,0,0,0,0
15964,0,0,0,0,0
16264,0,0,0,0,0
16564,0,0,0,0,0
16577,0,0,0,0,1
16786,0,0,0,0,1
17086,0,0,0,0,0
17386,0,0,0,0,0
17686,0,0,0,0,0
17699,0,0,0,0,1
17964,0,0,0,0,1
18000,0,0,0,0,1
18300,0,0,0,0,0
18600,0,0,0,0,0
18900,0,0,0,0,0
19200,0,0,0,0,0
19284,0,0,0,0,1
19584,0,0,0,0,0
19884,0,0,0,0,0
20184,0,0,0,0,0
20484,0,0,0,0,0
20784,0,0,0,0,0
21084,0,0,0,0,0
21384,0,0,0,0,0
21684,0,0,0,0,0
21984,0,0,0,0,0
22284,0,0,0,0,0
22584,0,0,0,0,0
22884,0,0,0,0,0
23184,0,0,0,0,0
23484,0,0,0,0,0
23672,0,0,0,0,1
23681,0,0,0,0,1
23776,0,0,0,0,1
23974,0,0,0,0,1
24274,0,0,0,0,0
24574,0,0,0,0,0
24874,0,0,0,0,0
24900,1,0,0,0,1
25200,0,0,0,0,0
25500,0,0,0,0,0
25533,0,0,0,0,1
25833,0,0,0,0,0
25871,0,0,0,0,1
25917,0,0,0,0,1
25959,0,0,0,0,1
25974,0,0,0,0,1
26274,0,0,0,0,0
26291,0,0,0,0,1
26591,0,0,0,0,0
26613,0,0,0,0,1
26672,1,0,0,0,1
26972,0,0,0,0,0
27108,0,0,0,0,1
27408,0,0,0,0,0
27708,0,0,0,0,0
28008,0,0,0,0,0
28308,0,0,0,0,0
28608,0,0,0,0,0
