step,picked,placed_v2,nested_v2,slide_success,tipped
300,0,0,0,0,0
600,0,0,0,0,0
900,0,0,0,0,0
1200,0,0,0,0,0
1500,0,0,0,0,0
1800,0,0,0,0,0
2100,0,0,0,0,0
2400,0,0,0,0,0
2700,0,0,0,0,0
3000,0,0,0,0,0
3300,0,0,0,0,0
3600,0,0,0,0,0
3900,0,0,0,0,0
4200,0,0,0,0,0
4232,0,0,0,0,1
4245,0,0,0,0,1
4545,0,0,0,0,0
4845,0,0,0,0,0
5145,0,0,0,0,0
5445,0,0,0,0,0
5745,0,0,0,0,0
6045,0,0,0,0,0
6345,0,0,0,0,0
6645,0,0,0,0,0
6945,0,0,0,0,0
7245,0,0,0,0,0
7545,0,0,0,0,0
7845,0,0,0,0,0
8145,0,0,0,0,0
8445,0,0,0,0,0
8745,0,0,0,0,0
9045,0,0,0,0,0
9115,0,0,0,0,1
9415,0,0,0,0,0
9427,0,0,0,0,1
9727,0,0,0,0,0
10027,0,0,0,0,0
10327,0,0,0,0,0
10627,0,0,0,0,0
10927,0,0,0,0,0
11227,0,0,0,0,0
11527,0,0,0,0,0
11827,0,0,0,0,0
11828,0,0,0,0,1
12128,0,0,0,0,0
12428,0,0,0,0,0
12728,0,0,0,0,0
13028,0,0,0,0,0
13328,0,0,0,0,0
13628,0,0,0,0,0
13928,0,0,0,0,0
14228,0,0,0,0,0
14377,0,0,0,0,1
14677,0,0,0,0,0
14977,0,0,0,0,0
15277,0,0,0,0,0
15577,0,0,0,0,0
15877,0,0,0,0,0
16177,0,0,0,0,0
16477,0,0,0,0,0
16777,0,0,0,0,0
16950,0,0,0,0,1
17250,0,0,0,0,0
17550,0,0,0,0,0
17564,0,0,0,0,1
17864,0,0,0,0,0
18164,0,0,0,0,0
18185,0,0,0,0,1
18485,0,0,0,0,0
18785,0,0,0,0,0
19085,0,0,0,0,0
19385,0,0,0,0,0
19386,0,0,0,0,1
19686,0,0,0,0,0
19986,0,0,0,0,0
20286,0,0,0,0,0
20586,0,0,0,0,0
20618,0,0,0,0,1
20619,0,0,0,0,1
20919,0,0,0,0,0
21219,0,0,0,0,0
21519,0,0,0,0,0
21819,0,0,0,0,0
22119,0,0,0,0,0
22419,0,0,0,0,0
22719,0,0,0,0,0
23019,0,0,0,0,0
23319,0,0,0,0,0
23320,0,0,0,0,1
23620,0,0,0,0,0
23920,0,0,0,0,0
24220,0,0,0,0,0
24520,0,0,0,0,0
24820,0,0,0,0,0
25120,0,0,0,0,0
25420,0,0,0,0,0
25720,0,0,0,0,0
26020,0,0,0,0,0
26320,0,0,0,0,0
26620,0,0,0,0,0
26920,0,0,0,0,0
26921,0,0,0,0,1
27221,0,0,0,0,0
27240,0,0,0,0,1
27540,0,0,0,0,0
27840,0,0,0,0,0
28140,0,0,0,0,0
28440,0,0,0,0,0
28478,0,0,0,0,1
28778,0,0,0,0,0
29078,0,0,0,0,0
29378,0,0,0,0,0
29412,0,0,0,0,1
29712,0,0,0,0,0
29725,0,0,0,0,1
30025,0,0,0,0,0
30046,0,0,0,0,1
