step,picked,placed_v2,nested_v2,slide_success,tipped
300,0,0,0,0,0
600,0,0,0,0,0
900,0,0,0,0,0
1200,0,0,0,0,0
1500,0,0,0,0,0
1599,0,0,0,0,1
1899,0,0,0,0,0
2199,0,0,0,0,0
2499,0,0,0,0,0
2799,0,0,0,0,0
3099,0,0,0,0,0
3399,0,0,0,0,0
3699,0,0,0,0,0
3922,0,0,0,0,1
4222,0,0,0,0,0
4522,0,0,0,0,0
4753,0,0,0,0,1
5053,0,0,0,0,0
5353,0,0,0,0,0
5653,0,0,0,0,0
5953,0,0,0,0,0
6253,0,0,0,0,0
6502,0,0,0,0,1
6802,0,0,0,0,0
7102,0,0,0,0,0
7402,0,0,0,0,0
7702,0,0,0,0,0
8002,0,0,0,0,0
8302,0,0,0,0,0
8602,0,0,0,0,0
8902,0,0,0,0,0
9202,0,0,0,0,0
9502,0,0,0,0,0
9802,0,0,0,0,0
10102,0,0,0,0,0
10402,0,0,0,0,0
10702,0,0,0,0,0
11002,0,0,0,0,0
11302,0,0,0,0,0
11602,0,0,0,0,0
11902,0,0,0,0,0
12202,0,0,0,0,0
12502,0,0,0,0,0
12802,0,0,0,0,0
13102,0,0,0,0,0
13142,0,0,0,0,1
13143,0,0,0,0,1
13443,0,0,0,0,0
13743,0,0,0,0,0
14043,0,0,0,0,0
14343,0,0,0,0,0
14643,0,0,0,0,0
14943,0,0,0,0,0
15243,0,0,0,0,0
15543,0,0,0,0,0
15682,0,0,0,0,1
15982,0,0,0,0,0
16282,0,0,0,0,0
16582,0,0,0,0,0
16882,0,0,0,0,0
17182,0,0,0,0,0
17482,0,0,0,0,0
17540,0,0,0,0,1
17840,0,0,0,0,0
18140,0,0,0,0,0
18182,1,0,0,0,1
18482,0,0,0,0,0
18516,1,0,0,0,1
18603,1,0,0,0,1
18903,0,0,0,0,0
19203,0,0,0,0,0
19503,0,0,0,0,0
19803,0,0,0,0,0
20103,0,0,0,0,0
20152,0,0,0,0,1
20452,0,0,0,0,0
20472,0,0,0,0,1
20508,0,0,0,0,1
20542,0,0,0,0,1
20842,0,0,0,0,0
20856,0,0,0,0,1
20957,0,0,0,0,1
20958,0,0,0,0,1
21018,0,0,0,0,1
21318,0,0,0,0,0
21369,1,0,0,0,1
21669,0,0,0,0,0
21670,0,0,0,0,1
21970,0,0,0,0,0
22270,0,0,0,0,0
22570,0,0,0,0,0
22870,0,0,0,0,0
23170,0,0,0,0,0
23470,0,0,0,0,0
23770,0,0,0,0,0
24070,0,0,0,0,0
24370,0,0,0,0,0
24670,0,0,0,0,0
24970,0,0,0,0,0
25270,0,0,0,0,0
25570,0,0,0,0,0
25870,0,0,0,0,0
26170,0,0,0,0,0
26470,0,0,0,0,0
26770,0,0,0,0,0
27070,0,0,0,0,0
27370,0,0,0,0,0
27583,0,0,0,0,1
27833,0,0,0,0,1
28133,0,0,0,0,0
28433,0,0,0,0,0
28733,0,0,0,0,0
29033,0,0,0,0,0
29333,0,0,0,0,0
29633,0,0,0,0,0
29665,0,0,0,0,1
29965,0,0,0,0,0
